Overall_Rank,Tier,Pos_Rank,Pos_Tier,Primary_Pos,Name,Team,Pos,PlayerId,R,HR,RBI,SB,OBP,QS+W,SV+HLD,K,ERA,WHIP,True_Value_Uninflated,Market_Value,Bargain_Value,ROI_Percent,Profile,Draft_Day_Inflation_Value,Total_Z,Target,R_Z,HR_Z,RBI_Z,SB_Z,Impact_OBP_Z,QS+W_Z,SV+HLD_Z,K_Z,Impact_ERA_Z,Impact_WHIP_Z
749,7,130,SP 7,SP,Sam Aldegheri,LAA,SP,26443,22.461,5.706,,,,3.278,0.09,26.951,5.248,1.501,0.0,0.0,0.0,0.0,Balanced,0.0,-3.7282330811254383,False,,,,,,-0.32509964596615326,-0.6094959068562416,-0.6163474563432305,-1.0973507151326702,-0.9885029311484664
750,7,481,RP 7,RP,Mason Black,KCR,RP,30171,25.466,6.658,,,,3.256,0.671,35.7,4.875,1.425,0.0,0.0,0.0,0.0,Balanced,0.0,-3.0594458972059213,False,,,,,,-0.3283425089584383,-0.5342745457498219,-0.4231486982139299,-0.8882871382183256,-0.7747372562108223
751,7,482,RP 7,RP,Héctor Neris,KCR,RP,11804,7.773,2.025,,,,0.939,1.686,14.684,4.499,1.35,0.0,0.0,0.0,0.0,Balanced,0.0,-2.3654681335381977,False,,,,,,-0.6685063586529247,-0.4030946570800628,-0.8872280725167481,-0.14345649378778552,-0.11480050340967866
752,7,483,RP 7,RP,Garrett Hawkins,SDP,RP,sa3017383,11.905,3.255,,,,1.552,1.197,23.158,4.271,1.323,0.0,0.0,0.0,0.0,Balanced,0.0,-1.992787992345247,False,,,,,,-0.5784275814123612,-0.46632549072798535,-0.7001065942389892,-0.08481701101851481,-0.10215402677761368
753,7,131,SP 7,SP,Joe Elbis,,SP,sa3015216,3.033,0.693,,,,0.628,0.0,4.25,5.001,1.418,0.0,0.0,0.0,0.0,Balanced,0.0,-2.7862572308844005,False,,,,,,-0.7141598213291923,-0.6211034172977374,-1.117650611399522,-0.12090773428818426,-0.08478979443318015
754,7,484,RP 7,RP,Drew Sommers,DET,RP,32026,8.425,1.665,,,,0.643,0.646,14.137,4.175,1.375,0.0,0.0,0.0,0.0,Balanced,0.0,-2.5098805575808285,False,,,,,,-0.7119397300194447,-0.5376164403438055,-0.8993207994306444,-0.01619635200724771,-0.1874014037471992
755,7,485,RP 7,RP,Alan Rangel,PHI,RP,19524,12.841,4.032,,,,2.102,0.809,19.172,4.576,1.336,0.0,0.0,0.0,0.0,Balanced,0.0,-2.3155372742633427,False,,,,,,-0.4977136170284681,-0.5164498622263174,-0.788129986274765,-0.2834086874489834,-0.1418892561357495
756,7,16,SS 7,SS,Taylor Walls,TBR,SS,22458,35.747,5.004,28.62,14.07,0.29,,,75.472,,,0.0,0.0,0.0,0.0,Balanced,0.0,-0.9433785637431431,False,-0.009271839023748434,-0.4895498805714417,-0.21797099153170002,0.8625775752147173,-0.9255646017394926,,,,,
757,7,17,C 7,C,Rafael Marchán,PHI,C,21646,15.571,2.813,15.84,0.684,0.296,,,27.302,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.2747276907159217,False,-0.7410081237006644,-0.7336244845090103,-0.6863859999404205,-0.5200504061072696,-0.35177757121839226,,,,,
758,7,18,2B 7,2B,José Fermín,STL,2B/3B/OF/DH,21746,17.774,2.665,14.679,5.205,0.33,,,21.402,,,0.0,0.0,0.0,0.0,Balanced,0.0,-1.5585838348855652,False,-0.6611257702035056,-0.7500936101948555,-0.7289521898990206,-0.053005666356990236,0.2514772064864028,,,,,
759,7,17,3B 7,3B,Matt Vierling,DET,3B/OF,21558,29.994,6.384,26.778,3.615,0.305,,,62.64,,,0.0,0.0,0.0,0.0,Balanced,0.0,-1.0154801042087775,False,-0.2179321189704267,-0.3357964493223809,-0.28549634746395836,-0.21730414832428413,-0.325184950216736,,,,,
760,7,43,OF 7,OF,Tyler Freeman,COL,OF,22532,39.145,4.644,28.601,11.933,0.35,,,41.593,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.1099879438187121,False,0.11393905697911048,-0.529728397642402,-0.21867102100320784,0.6418417399405258,1.193242393714328,,,,,
761,7,44,OF 7,OF,Rob Refsnyder,SEA,OF,13770,27.343,7.187,26.915,2.687,0.323,,,61.608,,,0.0,0.0,0.0,0.0,Balanced,0.0,-0.9405538603897451,False,-0.31408398294557754,-0.24634201408794784,-0.28047885873885725,-0.3131250466174011,0.1825932230752439,,,,,
762,7,45,OF 7,OF,Emmanuel Rodriguez,MIN,OF,sa3014693,8.97,1.6,6.927,1.673,0.335,,,24.342,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.4282127002678804,False,-0.980429238917335,-0.8688087899424946,-1.0130692298688562,-0.41784313495802117,0.15398245157952703,,,,,
763,7,18,C 7,C,Drew Millas,WSN,C/DH,25643,12.667,1.724,11.712,2.964,0.299,,,21.192,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.17260545540633,False,-0.8463283609456246,-0.8549253938593584,-0.8376803276045337,-0.28447514441892874,-0.23712084315309812,,,,,
764,7,19,2B 7,2B,Andy Ibáñez,ATH,2B,18819,20.025,4.18,19.251,2.776,0.301,,,36.138,,,0.0,0.0,0.0,0.0,Balanced,0.0,-2.3067698268687993,False,-0.5794844526889982,-0.581351636905792,-0.561370265526106,-0.3039376185383971,-0.32155731764909684,,,,,
765,7,486,RP 7,RP,Ben Kudrna,KCR,RP,sa3018253,7.187,1.591,,,,1.068,0.68,9.209,4.878,1.492,0.0,0.0,0.0,0.0,Balanced,0.0,-2.8857818380269644,False,,,,,,-0.6495177736675882,-0.5332317877399984,-1.0081487167140128,-0.2515853424536865,-0.32560479778126006
766,7,487,RP 7,RP,Chase Shugart,PHI,RP,21544,18.026,4.701,,,,1.424,2.746,27.177,4.494,1.359,0.0,0.0,0.0,0.0,Balanced,0.0,-2.1608546657702288,False,,,,,,-0.5972300210706621,-0.2659606512086749,-0.6113632918719624,-0.3285569376304929,-0.30272568393424326
767,7,488,RP 7,RP,Jhancarlos Lara,ATL,RP,sa3019367,6.346,1.23,,,,1.008,1.11,14.056,4.148,1.445,0.0,0.0,0.0,0.0,Balanced,0.0,-2.387728860975443,False,,,,,,-0.65833794996014,-0.4776233289370995,-0.901105117061475,-0.002714070275830808,-0.26032483260920375
768,7,489,RP 7,RP,Jackson Wolf,SDP,RP,29832,3.161,0.818,,,,0.178,0.691,5.313,4.297,1.334,0.0,0.0,0.0,0.0,Balanced,0.0,-2.669930064224466,False,,,,,,-0.7801594967387661,-0.5317898489295388,-1.0941844054088103,-0.026809671416289454,-0.03579683024918184
769,7,490,RP 7,RP,Derek Law,ARI,RP,13133,9.902,2.161,,,,0.907,0.913,16.55,4.168,1.349,0.0,0.0,0.0,0.0,Balanced,0.0,-2.294267469190589,False,,,,,,-0.6731478072372197,-0.5030709898914819,-0.8460297684068777,-0.01532840866603724,-0.15410004608354846
770,7,491,RP 7,RP,AJ Smith-Shawver,ATL,RP,29960,4.124,1.117,,,,0.242,0.805,9.482,3.985,1.277,0.0,0.0,0.0,0.0,Balanced,0.0,-2.394631618579921,False,,,,,,-0.7708336745752037,-0.5170377455026146,-1.0021127323323928,0.037084220208965235,0.014640010171927252
771,7,492,RP 7,RP,Luis Curvelo,TEX,RP,24710,15.722,3.921,,,,1.464,3.556,25.66,4.563,1.365,0.0,0.0,0.0,0.0,Balanced,0.0,-2.166272304205405,False,,,,,,-0.5913593967582367,-0.16125967806158484,-0.6448457472168303,-0.3376579910451496,-0.2834895423893289
772,7,493,RP 7,RP,Nick Sandlin,LAA,RP,20517,17.759,5.101,,,,1.751,5.583,34.476,4.321,1.332,0.0,0.0,0.0,0.0,Balanced,0.0,-1.318185277427865,False,,,,,,-0.5492814511050608,0.10080311238294806,-0.4501784603443337,-0.1726396067366467,-0.191926028671367
773,7,494,RP 7,RP,Ben Casparius,LAD,RP,30085,28.999,7.882,,,,3.233,8.331,51.277,4.443,1.332,0.0,0.0,0.0,0.0,Balanced,0.0,-0.6640363881026955,False,,,,,,-0.33167534708553426,0.45620032875398364,-0.0791441838848517,-0.4575857559428279,-0.3010412574213289
774,7,495,RP 7,RP,Joe Rock,TBR,RP,30016,10.432,2.887,,,,1.268,0.935,16.619,4.218,1.366,0.0,0.0,0.0,0.0,Balanced,0.0,-2.5241113076922397,False,,,,,,-0.6201357320507085,-0.5001963760582397,-0.8445148650717914,-0.04482573856773238,-0.20712476848992345
775,7,132,SP 7,SP,Hagen Smith,CHW,SP,sa3025544,10.984,2.46,,,,1.594,0.0,18.557,4.837,1.561,0.0,0.0,0.0,0.0,Balanced,0.0,-3.415860978274364,False,,,,,,-0.5722755370747565,-0.6211034172977374,-0.8017155333847523,-0.36644677896166383,-0.6736962221210343
776,7,496,RP 7,RP,Jonathan Pintaro,NYM,RP,33980,10.577,2.513,,,,1.122,0.767,20.054,4.169,1.398,0.0,0.0,0.0,0.0,Balanced,0.0,-2.429676334104446,False,,,,,,-0.6416021931993217,-0.5218980012760811,-0.7686592826224963,-0.017051962772216194,-0.3010113064682535
777,7,497,RP 7,RP,Yosver Zulueta,SEA,RP,27765,12.625,2.611,,,,1.38,0.928,26.625,3.902,1.342,0.0,0.0,0.0,0.0,Balanced,0.0,-1.8289139155820007,False,,,,,,-0.6036687703165481,-0.5011552117034336,-0.6235531845974386,0.1784455252383477,-0.1859490925332703
778,7,133,SP 7,SP,Cole Irvin,LAD,SP,19244,5.833,1.716,,,,0.229,0.001,5.868,5.286,1.401,0.0,0.0,0.0,0.0,Balanced,0.0,-3.068291104701557,False,,,,,,-0.7726244425340715,-0.6209457066142652,-1.08191788419102,-0.2927967620025892,-0.13428724797628
779,7,498,RP 7,RP,Chen Zhong-Ao Zhuang,ATH,RP,sa3018174,3.767,1.117,,,,0.187,0.608,5.965,4.349,1.269,0.0,0.0,0.0,0.0,Balanced,0.0,-2.711749677544737,False,,,,,,-0.7789036029905091,-0.5425046271353924,-1.07979238206271,-0.0419718365848339,0.019357593213371046
780,7,499,RP 7,RP,Tucker Davidson,PHI,RP,19871,3.166,0.731,,,,0.28,0.665,4.792,4.476,1.381,0.0,0.0,0.0,0.0,Balanced,0.0,-2.70078763724374,False,,,,,,-0.7651778807608728,-0.5350978642330247,-1.1056791209187105,-0.05507274687622734,-0.07080614948921549
781,7,500,RP 7,RP,Scott Alexander,SFG,RP,10591,13.525,2.865,,,,1.403,1.843,19.304,4.174,1.379,0.0,0.0,0.0,0.0,Balanced,0.0,-2.1926185169630643,False,,,,,,-0.6003833346548306,-0.38272252246269284,-0.7852260534968664,-0.025212608832119825,-0.315439886189074
782,7,501,RP 7,RP,Daniel Robert,PHI,RP,21229,2.708,0.747,,,,0.169,0.49,5.775,4.176,1.391,0.0,0.0,0.0,0.0,Balanced,0.0,-2.752043620034232,False,,,,,,-0.7814478337971769,-0.5576912130664098,-1.0839782410592935,-0.0054532230144465925,-0.07168891042025204
783,7,134,SP 7,SP,Yoniel Curet,PHI,SP,sa3015446,4.51,1.069,,,,0.466,0.0,6.389,5.123,1.491,0.0,0.0,0.0,0.0,Balanced,0.0,-3.0070103124086858,False,,,,,,-0.7379238854063818,-0.6211034172977374,-1.0704081521466031,-0.20036573674668226,-0.19321639504811133
784,7,502,RP 7,RP,Kyle Hart,SDP,RP,19646,19.108,4.959,,,,2.674,1.339,31.819,4.384,1.333,0.0,0.0,0.0,0.0,Balanced,0.0,-1.8905334048343407,False,,,,,,-0.4138168317964205,-0.44794920838968594,-0.5088423190856881,-0.24631001226177004,-0.2073710864474008
785,7,46,OF 7,OF,Kevin Alcántara,CHC,OF,25971,5.995,1.019,5.843,0.899,0.289,,,15.075,,,0.0,0.0,0.0,0.0,Balanced,0.0,-4.121543445508109,False,-1.0883059580918395,-0.9334776533539767,-1.0527979181686007,-0.49776673569156826,-0.15381487260502721,,,,,
786,7,47,OF 7,OF,Alan Roden,MIN,OF,31564,22.351,3.408,18.281,2.8,0.321,,,36.291,,,0.0,0.0,0.0,0.0,Balanced,0.0,-2.013078453914486,False,-0.4951230877249825,-0.6674193345304728,-0.5969288306180932,-0.30147937471287384,0.10901164463501638,,,,,
787,7,20,2B 7,2B,Thomas Saggese,STL,2B/3B/SS,27883,25.41,4.532,23.411,2.868,0.293,,,60.625,,,0.0,0.0,0.0,0.0,Balanced,0.0,-1.9346237266922173,False,-0.38419592600410263,-0.5421568334234538,-0.4088921183892335,-0.29446305105456316,-0.6087299835001987,,,,,
788,7,503,RP 7,RP,Cionel Pérez,WSN,RP,19614,27.473,4.261,,,,2.21,13.309,45.237,4.332,1.484,0.0,0.0,0.0,0.0,Balanced,0.0,-1.4753576202204215,False,,,,,,-0.48184781074715544,1.099899884853136,-0.2125418016145333,-0.28154709555765434,-1.348076467591356
789,7,504,RP 7,RP,Bryan Hoeing,SDP,RP,26304,6.469,1.474,,,,0.768,1.015,9.776,4.292,1.33,0.0,0.0,0.0,0.0,Balanced,0.0,-2.409151440771926,False,,,,,,-0.693603094085658,-0.48980952869476146,-0.9956253685897059,-0.05294422896072341,-0.067054903343674
790,7,505,RP 7,RP,Juan Morillo,ARI,RP,21924,16.169,3.104,,,,0.983,1.941,28.506,4.276,1.475,0.0,0.0,0.0,0.0,Balanced,0.0,-2.693643567132608,False,,,,,,-0.6620115309252346,-0.3701766332605709,-0.5820037585775409,-0.11926505225809932,-0.7645410946661068
791,7,506,RP 7,RP,Seth Halvorsen,COL,RP,33294,27.416,6.469,,,,2.427,9.753,44.16,4.636,1.457,0.0,0.0,0.0,0.0,Balanced,0.0,-2.032696738179087,False,,,,,,-0.45002253831177874,0.6400945507668987,-0.2363054674875134,-0.6788896351457852,-1.0808362888636645
792,7,507,RP 7,RP,Jonathan Bowlan,PHI,RP,24607,27.293,7.82,,,,2.919,6.773,51.141,4.183,1.303,0.0,0.0,0.0,0.0,Balanced,0.0,-0.3573900303538298,False,,,,,,-0.3778369072313626,0.25466137138800937,-0.08215853235772758,-0.06453882997415536,-0.09577325878670462
793,7,508,RP 7,RP,Ryan Watson,BOS,RP,sa3015070,14.044,3.364,,,,1.694,1.909,23.209,4.318,1.353,0.0,0.0,0.0,0.0,Balanced,0.0,-2.072314198284469,False,,,,,,-0.5576770751217551,-0.3742397688113492,-0.6989737292085239,-0.13373735871291162,-0.22494431351091546
794,7,135,SP 7,SP,Tyler Uberstine,BOS,SP,sa3017643,4.832,1.295,,,,0.566,0.207,7.171,4.728,1.341,0.0,0.0,0.0,0.0,Balanced,0.0,-2.734840048625422,False,,,,,,-0.7231596689669798,-0.5943153726458168,-1.0531541539866953,-0.13904676461974727,-0.05713883560453752
795,7,509,RP 7,RP,Miguel Ullola,HOU,RP,sa3016504,7.994,1.818,,,,1.583,0.0,18.786,3.979,1.25,0.0,0.0,0.0,0.0,Balanced,0.0,-1.9920670320247242,False,,,,,,-0.5738965281639739,-0.6211034172977374,-0.7966607028686989,0.07485280364608182,0.08648221994807634
796,7,510,RP 7,RP,Bailey Falter,KCR,RP,20070,36.934,10.329,,,,5.687,1.978,48.715,4.641,1.337,0.0,0.0,0.0,0.0,Balanced,0.0,-1.6628888134812903,False,,,,,,0.028488394016540994,-0.36532123955322165,-0.13573001924673625,-0.922947918879563,-0.4124543704034645
797,7,511,RP 7,RP,Jhonathan Díaz,SEA,RP,20298,2.978,0.733,,,,0.254,0.0,4.682,4.147,1.27,0.0,0.0,0.0,0.0,Balanced,0.0,-2.6527994988053503,False,,,,,,-0.7689840242104417,-0.6211034172977374,-1.1081188661149255,-0.0011961330229038677,0.015491316239836544
798,7,512,RP 7,RP,Peyton Gray,TEX,RP,sa3008046,11.053,2.873,,,,1.437,0.581,20.693,4.221,1.337,0.0,0.0,0.0,0.0,Balanced,0.0,-2.1026972607229704,False,,,,,,-0.5952981026922796,-0.5460276854163505,-0.7545393235488196,-0.04899515716874821,-0.13599973213954947
799,7,21,2B 7,2B,Orelvis Martinez,WSN,2B,25967,7.708,2.432,8.519,0.273,0.271,,,21.454,,,0.0,0.0,0.0,0.0,Balanced,0.0,-4.037559105829441,False,-1.026187327804936,-0.7760935057002505,-0.9547160925512349,-0.5624886805531464,-0.3879637091601054,,,,,
800,7,513,RP 7,RP,Tim Mayza,PHI,RP,15042,11.18,2.445,,,,1.085,1.519,17.954,4.158,1.357,0.0,0.0,0.0,0.0,Balanced,0.0,-2.1937724912962056,False,,,,,,-0.6470561925605427,-0.4247444806041126,-0.8150360828267945,-0.011027426071602517,-0.19845121836329155
801,7,514,RP 7,RP,Kyle Nicolas,CIN,RP,27775,20.009,4.797,,,,1.687,2.302,38.127,4.379,1.444,0.0,0.0,0.0,0.0,Balanced,0.0,-2.3683594715711136,False,,,,,,-0.5586459703571143,-0.323431436506797,-0.36954408661642796,-0.2532831310875615,-0.7678311373812982
802,7,515,RP 7,RP,Adbert Alzolay,NYM,RP,17859,21.0,6.043,,,,2.108,2.2,39.722,4.125,1.248,0.0,0.0,0.0,0.0,Balanced,0.0,-0.9218760416575802,False,,,,,,-0.4968421985258785,-0.3366528942786762,-0.33431043834922275,0.017186486894273413,0.22944722012900673
803,7,516,RP 7,RP,AJ Blubaugh,HOU,RP,31764,23.25,6.276,,,,3.31,2.012,40.377,4.439,1.353,0.0,0.0,0.0,0.0,Balanced,0.0,-1.760202233565815,False,,,,,,-0.32032269885121645,-0.36090529386429815,-0.3198503989350165,-0.3623278515246281,-0.3601506405950861
804,7,517,RP 7,RP,Rob Zastryzny,MIL,RP,15094,22.455,6.047,,,,2.873,4.047,41.466,4.101,1.311,0.0,0.0,0.0,0.0,Balanced,0.0,-0.8287370280311394,False,,,,,,-0.38449145587057854,-0.09774115492702352,-0.29581952708019177,0.04935729780867201,-0.12715417331915663
805,7,518,RP 7,RP,Cody Bradford,TEX,RP,27597,32.74,9.377,,,,7.389,0.971,56.179,4.229,1.182,0.2,0.0,0.0,0.0,Balanced,0.0,0.7058555976589261,False,,,,,,0.2784751089238441,-0.49559862013099626,0.029094113587338988,-0.1602208953366979,0.9100645532959273
806,7,519,RP 7,RP,Landon Knack,LAD,RP,27487,12.947,3.798,,,,1.723,0.554,19.898,4.865,1.344,0.0,0.0,0.0,0.0,Balanced,0.0,-2.6059299268834084,False,,,,,,-0.5533356904558048,-0.549506143292402,-0.7720910024223858,-0.4466389573804866,-0.1590854314775646
807,7,26,1B 7,1B,Graham Pauley,MIA,1B/3B/DH,31363,32.311,7.89,31.573,4.309,0.294,,,65.529,,,0.0,0.0,0.0,0.0,Balanced,0.0,-1.0805894298253567,False,-0.13389715970035196,-0.16804041773878814,-0.10974496920627375,-0.14556164501461183,-0.7493163224173057,,,,,
808,7,136,SP 7,SP,Sean Sullivan,COL,SP,sa3023162,4.944,1.394,,,,0.643,0.0,5.674,5.293,1.416,0.0,0.0,0.0,0.0,Balanced,0.0,-2.958489178320879,False,,,,,,-0.7118448223270719,-0.6211034172977374,-1.0862064297839322,-0.2493634409996676,-0.12857837419250326
809,7,48,OF 7,OF,Blake Perkins,MIL,OF,19921,23.539,3.767,19.295,7.172,0.297,,,55.991,,,0.0,0.0,0.0,0.0,Balanced,0.0,-1.9277530038680062,False,-0.45203753612477143,-0.6273912153467875,-0.559757632188601,0.15007522702238238,-0.45046893011187583,,,,,
810,7,27,1B 7,1B,Luke Raley,SEA,1B/OF,19354,36.74,10.596,35.005,5.35,0.299,,,93.907,,,0.0,0.0,0.0,0.0,Balanced,0.0,-0.12029176182892887,False,0.026737962477808297,0.13342490592456782,0.016014775588753263,-0.03803516803466496,-0.5952140373015876,,,,,
811,7,9,DH 7,DH,Jimmy Crooks,STL,DH,31354,10.296,2.17,10.591,0.216,0.293,,,26.997,,,0.0,0.0,0.0,0.0,Balanced,0.0,-4.620528526103898,False,-0.9323217543793452,-0.8053085738180618,-0.8787584968017086,-0.5683776205410543,-0.2598624854966276,,,,,
812,7,10,DH 7,DH,Ryan Waldschmidt,ARI,DH,sa3025261,19.866,3.302,16.682,5.047,0.33,,,34.717,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.195582478941901,False,-0.5852545800118883,-0.6792027304838776,-0.6555260619818006,-0.0693984343212254,0.25056467611597016,,,,,
813,7,19,C 7,C,Hunter Feduccia,TBR,C,23372,25.147,4.435,23.614,1.557,0.299,,,65.986,,,0.0,0.0,0.0,0.0,Balanced,0.0,-2.2924368950242493,False,-0.39370158515765086,-0.552907497217569,-0.4014520145821078,-0.42983688592523794,-0.501504014877533,,,,,
814,7,520,RP 7,RP,Nick Burdi,NYM,RP,16074,4.269,0.936,,,,0.582,0.939,9.868,3.879,1.361,0.0,0.0,0.0,0.0,Balanced,0.0,-2.4183001224415195,False,,,,,,-0.7208705952525207,-0.49969607462718724,-0.9935859907034781,0.06641906220511906,-0.08609160406945558
815,7,521,RP 7,RP,Evan Reifert,TBR,RP,sa3014860,5.166,1.169,,,,0.717,1.064,11.455,4.119,1.372,0.0,0.0,0.0,0.0,Balanced,0.0,-2.3820347263058745,False,,,,,,-0.7010235103677327,-0.4834746186127596,-0.9585499865302818,0.006014624411534304,-0.11247890925050957
816,7,522,RP 7,RP,Chris Murphy,CHW,RP,26214,19.296,4.368,,,,1.798,3.377,34.706,4.181,1.386,0.0,0.0,0.0,0.0,Balanced,0.0,-1.7891355104047142,False,,,,,,-0.5422921932027207,-0.1844716472222264,-0.4450971300614857,-0.04372452869059817,-0.48649218757160934
817,7,523,RP 7,RP,Griff McGarry,WSN,RP,sa3017130,22.107,4.821,,,,1.235,4.733,46.972,4.28,1.427,0.0,0.0,0.0,0.0,Balanced,0.0,-1.8402592600260583,False,,,,,,-0.6250314422331311,-0.009023603451047106,-0.17421872220186763,-0.16775421273933325,-0.7761631268173217
818,7,524,RP 7,RP,Nolan Hoffman,PHI,RP,23381,9.386,1.795,,,,1.05,1.134,15.826,4.514,1.416,0.0,0.0,0.0,0.0,Balanced,0.0,-2.635917374380925,False,,,,,,-0.6522368460235458,-0.47446557216627927,-0.8620091277839693,-0.18020249750619555,-0.28804776726836573
819,7,525,RP 7,RP,Scott Effross,DET,RP,18384,7.412,1.493,,,,0.817,0.829,9.725,4.422,1.392,0.0,0.0,0.0,0.0,Balanced,0.0,-2.7647804219218695,False,,,,,,-0.6863594277828822,-0.5138766525268522,-0.9967529336668124,-0.10948568345879194,-0.18776374564436457
820,7,526,RP 7,RP,Michael Kopech,,RP,17282,20.401,4.98,,,,2.261,5.603,42.274,4.367,1.403,0.0,0.0,0.0,0.0,Balanced,0.0,-1.557757228116532,False,,,,,,-0.4744152098734845,0.10344865824693399,-0.277976350771886,-0.24517053498485822,-0.5790886388941955
821,7,527,RP 7,RP,Shawn Dubin,ARI,RP,24977,8.076,1.598,,,,0.449,2.716,13.419,4.562,1.41,0.0,0.0,0.0,0.0,Balanced,0.0,-2.5726307660432326,False,,,,,,-0.7403788604095498,-0.26988065322261373,-0.9151676599737636,-0.17282562311419042,-0.23185872561326623
822,7,49,OF 7,OF,Jake Fraley,TBR,OF,19260,40.718,8.366,36.472,11.074,0.312,,,75.094,,,0.0,0.0,0.0,0.0,Balanced,0.0,0.7094057720876857,False,0.17100927919972683,-0.11503908820458769,0.06980709262184895,0.5531487158658693,-0.1479626066426338,,,,,
823,7,137,SP 7,SP,Bryse Wilson,PHI,SP,19990,14.535,4.023,,,,1.82,0.353,16.22,5.119,1.39,0.0,0.0,0.0,0.0,Balanced,0.0,-2.995823648682834,False,,,,,,-0.5390872052059997,-0.5754137026842642,-0.853321620903168,-0.6435939120222974,-0.31010019982752146
824,7,528,RP 7,RP,Brendan Beck,NYY,RP,sa3020680,5.718,1.654,,,,0.801,0.883,9.872,4.195,1.238,0.0,0.0,0.0,0.0,Balanced,0.0,-2.2450197337442495,False,,,,,,-0.6887067966940019,-0.5069358979721784,-0.9935036205950251,-0.01734042587138442,0.07684753819976671
825,7,50,OF 7,OF,Pedro León,PHI,OF,27781,4.67,1.111,4.36,1.232,0.279,,,13.55,,,0.0,0.0,0.0,0.0,Balanced,0.0,-4.032192599318845,False,-1.136350700201994,-0.923306299940477,-1.107139996566755,-0.4634105059036554,-0.178707911002629,,,,,
826,7,22,2B 7,2B,Enmanuel Valdez,PIT,2B,21716,5.156,1.02,5.333,0.195,0.302,,,9.446,,,0.0,0.0,0.0,0.0,Balanced,0.0,-4.041311371819505,False,-1.1187429263788438,-0.9334553721854916,-1.071487972042708,-0.570564114807546,-0.07026699625040475,,,,,
827,7,51,OF 7,OF,Jarred Kelenic,CHW,OF,22558,10.892,2.611,9.47,1.715,0.278,,,30.618,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.6958396122289003,False,-0.9107136974404515,-0.7561262365622269,-0.9198560909004488,-0.4135267480055581,-0.434037181889565,,,,,
828,7,138,SP 7,SP,José Berríos,TOR,SP,14168,51.191,14.795,,,,12.853,0.747,83.312,4.331,1.274,0.2,0.0,0.0,0.0,Balanced,0.0,1.1338473852557245,False,,,,,,1.0804707998768697,-0.5244779997646727,0.6282847572058842,-0.5224986738442727,0.20577983020760332
829,7,23,2B 7,2B,Luisangel Acuña,CHW,2B/SS/DH,26548,40.599,4.437,28.026,18.545,0.292,,,65.49,,,0.0,0.0,0.0,0.0,Balanced,0.0,-0.03956094106828845,False,0.16668621711997478,-0.5527849507909004,-0.23977819234568917,1.324779058190937,-0.9514496328481146,,,,,
830,7,20,C 7,C,Edgar Quero,CHW,C,28022,41.901,8.258,43.496,1.006,0.325,,,77.972,,,0.0,0.0,0.0,0.0,Balanced,0.0,0.5474246930782,False,0.21391349430330386,-0.1270308130833293,0.3272126938937966,-0.4867865455083791,0.43397920943195584,,,,,
831,7,139,SP 7,SP,Lucas Giolito,,SP,15474,61.892,17.244,,,,14.398,0.207,100.903,4.574,1.363,0.75,0.0,0.0,0.0,Balanced,0.0,-0.5093634885510357,False,,,,,,1.307283302382085,-0.5943445967666279,1.0167470469605582,-1.3585774630229424,-1.0912537580773234
832,7,140,SP 7,SP,Nick Martinez,TBR,SP,12730,75.607,20.06,,,,18.633,0.728,109.92,4.411,1.273,0.0,0.0,0.0,0.0,Balanced,0.0,2.2964487127210416,False,,,,,,1.9291143923431806,-0.5269877827771564,1.215870711282332,-1.0738013204178323,0.3027279634952872
833,7,52,OF 7,OF,Jordan Walker,STL,OF,27475,51.45,14.138,53.163,9.213,0.297,,,134.501,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.2073429061968457,False,0.5602371890345618,0.5280578215504177,0.6815228984467312,0.3608799638165713,-1.088279281063779,,,,,
834,7,53,OF 7,OF,Andrew Benintendi,CHW,OF,17901,53.566,15.728,56.41,2.819,0.312,,,83.957,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.9033575133690246,False,0.6369606607603582,0.7051039863339201,0.800520578451538,-0.29951794403023996,-0.21674175292688533,,,,,
835,7,529,RP 7,RP,Justin Sterner,ATH,RP,27694,33.348,10.202,,,,3.249,23.683,65.524,4.22,1.271,0.0,0.0,0.0,0.0,SV+HLD Specialist,0.0,2.455532289191275,False,,,,,,-0.3294024216249978,2.441359443830157,0.235467672441312,-0.1466008653099785,0.15964094237324467
836,7,141,SP 7,SP,Luis Severino,ATH,SP,15890,92.924,24.377,,,,20.276,0.0,134.342,4.612,1.33,0.0,0.0,0.0,0.0,QS+W Specialist,0.0,0.7547512846358613,False,,,,,,2.1703032449088067,-0.6211034172977374,1.7551851318286742,-2.200723069986235,-0.8927892668563753
837,7,530,RP 7,RP,Kevin Ginkel,ARI,RP,19876,28.54,6.029,,,,3.648,26.657,61.377,3.941,1.266,0.0,0.0,0.0,0.0,SV+HLD Specialist,0.0,3.2485880888917684,False,,,,,,-0.2708488529014665,2.8259074944172258,0.14388668671337265,0.3341305475096221,0.1885980245742407
