Name,auction_value,Position
Huascar Brazobán,-2266847602402820.0,Pitcher
Tanner Rainey,-2257804382550417.0,Pitcher
Noah Dean,-2244093521357529.5,Pitcher
Joseph Yabbour,-2235360692867620.5,Pitcher
Reny Artiles,-2232726397167604.0,Pitcher
Jose Varela,-2229305988883334.0,Pitcher
Pedro Avila,-2228905678911942.8,Pitcher
Sunayro Martina,-2214595951444418.5,Pitcher
Jorge Gonzalez,-2214031784377091.2,Pitcher
Jimmy Reyes,-2213883201524171.5,Pitcher
Koen Moreno,-2195850343842963.5,Pitcher
Cristian Hernandez,-2191141787805501.5,Pitcher
Jesus Rivero,-2170964298266776.5,Pitcher
Will Stevens,-2169251241675727.5,Pitcher
Diego Palmero,-2159313264477415.2,Pitcher
Christopher Hernandez,-2149610440409985.5,Pitcher
Nick Hernandez,-2148149413632792.0,Pitcher
Keuri Almonte,-2104153542025625.5,Pitcher
Deybi Salcedo,-2097748898180975.5,Pitcher
Angel Beltran,-2090771630312704.8,Pitcher
Bladimir Pichardo,-2090682431481500.5,Pitcher
Keegan Zinn,-2061043131624331.5,Pitcher
Casey Legumina,-2054945735391519.5,Pitcher
Luis Sánchez,-2041256192162960.0,Pitcher
Maikel Hernandez,-2040444164897500.0,Pitcher
Donal Montas,-2026765305311093.5,Pitcher
Tanner Banks,-2016513708252298.0,Pitcher
Lyon Richardson,-2014444516831433.2,Pitcher
Anderson Cardenas,-2004647658934438.5,Pitcher
Jefry Yan,-1984034254796561.2,Pitcher
Jemir Leal,-1979532164715542.5,Pitcher
George Soriano,-1971130252787114.0,Pitcher
Greudis De Los Santos,-1968170150012601.5,Pitcher
Mason Black,-1947455820904671.2,Pitcher
Davidxon Lara,-1942961907398172.8,Pitcher
Yerlin Rodriguez,-1918317852597887.2,Pitcher
Randel Clemente,-1917086253653165.2,Pitcher
Stiven Rogers,-1914597557172460.0,Pitcher
Brady Hill,-1907276381917811.2,Pitcher
Ronan Kopp,-1898656517106051.5,Pitcher
Alejandro Méndez,-1893963092041343.5,Pitcher
Andrés Parra,-1880679512037508.8,Pitcher
John McMillon,-1862656127333545.5,Pitcher
Colin Selby,-1860568629631194.8,Pitcher
Kenya Huggins,-1860390656267158.5,Pitcher
Carlos Canales,-1860378787611264.5,Pitcher
Elvis Peguero,-1854410080593126.5,Pitcher
Joe Ross,-1853388139839193.2,Pitcher
Wuilliams Rodriguez,-1848272418408614.8,Pitcher
Josh Simpson,-1836782997875968.5,Pitcher
Reese Sharp,-1835639884341408.8,Pitcher
Carson Spiers,-1818862716237342.5,Pitcher
Ben Harris,-1817080479143960.8,Pitcher
Cody Adcock,-1814916691222388.8,Pitcher
Ethan Hammerberg,-1814085609060790.8,Pitcher
Ben Thompson,-1809687274511880.8,Pitcher
Jeremy Peguero,-1806711911235250.5,Pitcher
Fabian Soto,-1796105939465111.8,Pitcher
Giovanny Gallegos,-1787229832537021.8,Pitcher
Bryce Jarvis,-1778333638861042.5,Pitcher
Wuilliams Rodriguez,-1773069951994197.2,Pitcher
Trent Thornton,-1747291343692984.8,Pitcher
Daniel Gonzalez,-1747129151798693.5,Pitcher
Nathanael Cruz,-1741115377319617.5,Pitcher
Bradley Blalock,-1730874857611600.2,Pitcher
Bernardo Rivera,-1719786844187790.0,Pitcher
Juan Arnaud,-1712508257351789.8,Pitcher
Cesar De Jesus,-1709386639695591.0,Pitcher
Kyle Amendt,-1705886517370112.8,Pitcher
Danny Carrion,-1670930335167236.8,Pitcher
Austin Becker,-1670925703719189.0,Pitcher
Carlos Gonzalez,-1665831943271908.2,Pitcher
Matt Brash,-1664925683590098.5,Pitcher
Cristofher Carrasco,-1655861482280820.2,Pitcher
Drew Gray,-1642424312011612.5,Pitcher
Jean Reyes,-1638025963641980.0,Pitcher
Redinson Gomez,-1632715041065071.0,Pitcher
Juan Abreu,-1620352825768417.5,Pitcher
JoJo Romero,-1612211022916890.0,Pitcher
Cesar Espinal,-1609556660569185.2,Pitcher
Joseph Herrera,-1609185984484195.2,Pitcher
Henry Martinez,-1601097276414941.5,Pitcher
Hayden Durke,-1595238939232768.2,Pitcher
Doug Nikhazy,-1589237396515210.8,Pitcher
Jesus Carrera,-1586091849911155.5,Pitcher
Seth Martinez,-1576693811220601.5,Pitcher
Gunnar Hoglund,-1575166362340590.8,Pitcher
Cole Schoenwetter,-1556726805454202.0,Pitcher
Jordy Luciano,-1549372068018231.8,Pitcher
Alexander De Los Santos,-1549176292413126.2,Pitcher
Hurston Waldrep,-1545236845818450.5,Pitcher
Eric Orze,-1539121457713278.0,Pitcher
Hayden Harris,-1534335574820448.0,Pitcher
Miguel Cruz,-1526736690056866.0,Pitcher
Marlon Nieves,-1515021338815923.8,Pitcher
Lake Bachar,-1514838055261180.2,Pitcher
Troy Taylor,-1508204642176118.5,Pitcher
Roman Camacho,-1503025019315705.8,Pitcher
Steven Cruz,-1488342704535336.5,Pitcher
Dilan Figueredo,-1485162227790312.2,Pitcher
Miguel Mesa,-1476492426372922.2,Pitcher
Bryan Baker,-1475014154659605.0,Pitcher
Juan Archbold,-1470053715880295.5,Pitcher
Alex Speas,-1465733802998509.0,Pitcher
Nicolas Carreno,-1459988666112974.8,Pitcher
Joshawn Lampson,-1457386357538202.2,Pitcher
Riley O'Brien,-1451030478939188.0,Pitcher
Zack Kelly,-1438886329080766.8,Pitcher
Edinson Salgado,-1429182703843833.0,Pitcher
Yordy Herrera,-1420904554148559.8,Pitcher
Yuliangel De La Cruz,-1415446092267302.5,Pitcher
Yennier Cano,-1395008075408439.5,Pitcher
Stevie Branche,-1366517547255925.0,Pitcher
Raimy Rodriguez,-1363237887673235.8,Pitcher
Aneudis Mejia,-1321660026603649.0,Pitcher
Zack Thompson,-1309136862927726.2,Pitcher
Jaitoine Kelly,-1292040427321196.8,Pitcher
David Bracho,-1288157067013511.5,Pitcher
Ryan Gusto,-1278953024051709.5,Pitcher
Luis Contreras,-1278000758476335.5,Pitcher
Sam Thoresen,-1264155341867694.5,Pitcher
Julio Bonilla,-1262722880565961.0,Pitcher
Cole Sulser,-1249892530547132.5,Pitcher
Peter Strzelecki,-1232962864551666.0,Pitcher
Yoelvin Chirino,-1220644999977482.2,Pitcher
Alex Makarewich,-1208685190327936.8,Pitcher
Adam Shoemaker,-1188492699904246.2,Pitcher
Zach Penrod,-1186903661262518.8,Pitcher
Wilson Lopez,-1182752913678688.8,Pitcher
Merlin Bido,-1170260987072369.8,Pitcher
Ryan Bergert,-1170139632285422.2,Pitcher
Jerson Alejandro,-1164521444891412.0,Pitcher
Kai Peterson,-1160585925400039.2,Pitcher
Janderson Linares,-1160024134136729.0,Pitcher
Antonio Florido,-1157203321629577.0,Pitcher
Eduardo Salazar,-1154715507224404.0,Pitcher
Elvis Alvarado,-1143316998966940.5,Pitcher
Sam Knowlton,-1143284294410734.8,Pitcher
Jordarlin Mendoza,-1141901793193807.0,Pitcher
Dominic Hambley,-1131725069601134.5,Pitcher
Michael Grove,-1123869083307992.2,Pitcher
Michell Chirinos,-1112932110577707.0,Pitcher
Santiago Rojas,-1108834875274149.2,Pitcher
Jose Fernandez,-1105509826449430.2,Pitcher
Eliezer Pena,-1105158014684766.4,Pitcher
Wande Torres,-1104902794390718.0,Pitcher
Noah Takacs,-1100498804157927.8,Pitcher
Patrick Monteverde,-1093216509776281.6,Pitcher
Bryce Montes de Oca,-1088294298291330.0,Pitcher
Hunter Parks,-1085148066587040.8,Pitcher
Eliazar De Los Santos,-1078586143761115.6,Pitcher
Graham Firoved,-1076157082324498.2,Pitcher
Ayendy Bravo,-1075391417397081.8,Pitcher
Daury Vasquez,-1070927222869859.0,Pitcher
Joan Ogando,-1067607540237028.4,Pitcher
Leudy Tirado,-1067570254255587.0,Pitcher
Taijuan Walker,-1045817520469871.6,Pitcher
Josh Mollerus,-1036842001668389.0,Pitcher
Jose Silvestre,-1032433054503909.6,Pitcher
Jeison Calvo,-1021911317815008.8,Pitcher
Carson Whisenhunt,-1018034421284128.2,Pitcher
Anthony Cruz,-977468127971341.4,Pitcher
Joseph Menefee,-971892357227030.4,Pitcher
Darian Rivero,-971822817809419.6,Pitcher
Rolddy Munoz,-967946651155333.8,Pitcher
Christian Oppor,-967722830691270.4,Pitcher
Carson Rudd,-966659407901806.8,Pitcher
Jhoniel Serrano,-954564446743397.4,Pitcher
Justin Sterner,-951749930496118.0,Pitcher
Eduardo Soriano,-950567357678833.6,Pitcher
Jose Pena Jr.,-949277598307471.8,Pitcher
Julio Zapata,-937643980102414.8,Pitcher
Jesus Lopez,-930212533704093.8,Pitcher
Nic Enright,-929383083123857.6,Pitcher
Victor Espiritu,-928014792811882.2,Pitcher
Yoendrys Gómez,-925248561647482.6,Pitcher
Luis Viloria,-918484372295033.4,Pitcher
Ismael Michel,-905616126677146.4,Pitcher
Michael Petersen,-901278348736098.6,Pitcher
Adam Stone,-889408927412075.4,Pitcher
Josh Walker,-878681134522447.9,Pitcher
Andinson Ferrer,-878103486023439.6,Pitcher
Luarbert Arias,-874170541311223.0,Pitcher
Juan Nuñez,-871688311363684.0,Pitcher
Jimmy Lewis,-868793665349425.6,Pitcher
Maximo Martinez,-850638901657420.1,Pitcher
Jeff Brigham,-841836588945229.9,Pitcher
Jose De La Rosa,-838572062542435.2,Pitcher
Andrew Bolivar,-838388817012168.4,Pitcher
Wilmer Lugo,-820690955535305.9,Pitcher
Juan Rasquin,-809525406999655.4,Pitcher
Carson Jacobs,-808935757068331.5,Pitcher
Marlon De La Cruz,-799450560661227.4,Pitcher
Evelio Hernandez,-794778695875492.1,Pitcher
Eliecer Bata,-791958802347733.8,Pitcher
Luimy Munoz,-789005723620926.1,Pitcher
Andrew Misiaszek,-788988519763433.5,Pitcher
Will Varmette,-783153506799245.4,Pitcher
Geury Rodriguez,-771244775850239.6,Pitcher
Kristófer Bow,-768196939603472.6,Pitcher
Adonis Villavicencio,-760712322908357.5,Pitcher
Paul Chacon,-759632090475782.5,Pitcher
Jonawel Valdez,-758854240924771.9,Pitcher
Jace Beck,-758759863558064.9,Pitcher
Angel Zerpa,-756046977755626.9,Pitcher
Andres Cova,-753371751219090.4,Pitcher
Steven Okert,-749211349605354.5,Pitcher
Alison Zacarias,-745695887670184.4,Pitcher
Fraynel Nova,-745640223679215.0,Pitcher
Emannoel Madeira,-728254186540977.9,Pitcher
Génesis Cabrera,-725473514601853.4,Pitcher
Rodolfo Garrido,-723942823308100.2,Pitcher
Jared Shuster,-723647878470702.6,Pitcher
Ian Seymour,-722527157518814.9,Pitcher
Fabian Ysalla,-717394755003072.6,Pitcher
Grant Holman,-707853638849032.5,Pitcher
Reynardo Cruz,-703087857787974.9,Pitcher
Luis Hernandez,-699276846637868.8,Pitcher
Angel Gonzalez,-694544056620820.2,Pitcher
Marco Corcho,-682729555791446.4,Pitcher
Estarlin Francisco,-670241663597285.5,Pitcher
Bobby Ay,-668240634700804.0,Pitcher
Deivi García,-661426399724947.0,Pitcher
Brandon Herbold,-657187973865028.9,Pitcher
Seth Keller,-656679095929715.6,Pitcher
Tanner Shears,-656463321656110.2,Pitcher
Gil Luna,-651472433522309.4,Pitcher
Roiber Talavera,-645581883164470.9,Pitcher
Franco Aleman,-641656457930672.2,Pitcher
Eric Cerantola,-640499548615707.4,Pitcher
Jaden Hill,-615996225804800.4,Pitcher
Ernesto Mercedes,-612504331193875.6,Pitcher
Caswell Smith,-612124862768565.0,Pitcher
Hudson Leach,-602019498517979.6,Pitcher
Sandy Ozuna,-583055462378188.8,Pitcher
Dylan Wilson,-576573034659690.4,Pitcher
Renil Ramos,-562679716417494.6,Pitcher
Adrian Herrera,-559123165525174.1,Pitcher
Isaac Stebens,-555318414936429.6,Pitcher
Kendeglys Virguez,-544486221042319.9,Pitcher
Eiver Espinoza,-537817685625785.4,Pitcher
Dennis Boatman,-532481666455506.2,Pitcher
Richard Fitts,-511933791784129.9,Pitcher
Maikel Rodriguez,-502634667180127.7,Pitcher
Denis Reguillo,-498306353459872.9,Pitcher
Franklin Sanchez,-489620131028324.8,Pitcher
Johan Otanez,-484203255117114.6,Pitcher
Oscar Romero,-477278727166828.9,Pitcher
Jose Pinto,-476447814952787.3,Pitcher
Vince Sanchez,-474154650312696.4,Pitcher
Connor Brogdon,-470761833806021.4,Pitcher
Michael Mercado,-463825268862412.0,Pitcher
Luis Tejeda,-460207008449229.9,Pitcher
Mervin Fell,-453353576790634.9,Pitcher
Jimmy Herget,-446304382418709.1,Pitcher
Carlos Jimenez,-441066334657957.0,Pitcher
Kody Funderburk,-438154046564478.1,Pitcher
Maximo Gonzalez,-436892292334679.2,Pitcher
Christian Roa,-434047526242333.3,Pitcher
Justin King,-433665729723159.8,Pitcher
Jackson Cox,-430372151095807.3,Pitcher
Abraham Parra,-427019322831359.9,Pitcher
Zane Russell,-406363884762167.0,Pitcher
Rob Hensey,-400024619060922.8,Pitcher
McKinley Moore,-396820761529395.2,Pitcher
Starlin Savinon,-389955382717886.4,Pitcher
Alexis Liebano,-380541503574748.2,Pitcher
Branneli Franco,-371167160788022.2,Pitcher
Colson Lawrence,-368698249037059.8,Pitcher
Kannon Handy,-365929150164374.8,Pitcher
Alvaro Gamez,-359500353914023.4,Pitcher
Angel Anazco,-359008389419122.7,Pitcher
Jaydenn Estanista,-357829336480325.7,Pitcher
Joel Garcia,-357656431729326.4,Pitcher
Enderjer Sifontes,-347216360141130.6,Pitcher
Cionel Pérez,-345524128431866.8,Pitcher
Jordany Chirinos,-342766027848861.1,Pitcher
Juan Mejia,-335051211587728.2,Pitcher
Junior William,-332075947847882.5,Pitcher
Anfernny Reyes,-331567318414250.0,Pitcher
Maddux Bruns,-317416712359100.1,Pitcher
Eybersson Polanco,-316969565167613.2,Pitcher
Denny Lima,-311047618854680.4,Pitcher
Juan Cota,-291514145820926.9,Pitcher
Tyler Thornton,-287281505317651.8,Pitcher
Francis Texido,-284572835004891.6,Pitcher
Pedro Marquez,-279502193671426.2,Pitcher
Cristian Rueda,-278432205567054.6,Pitcher
Hogan Harris,-268793802942649.5,Pitcher
Tayler Saucedo,-265091979474366.0,Pitcher
Alberto Mota,-260886192442966.6,Pitcher
Ezequiel Jimenez,-247590808351637.4,Pitcher
Eric Torres,-230790254116230.6,Pitcher
Moises Meza,-221056157622370.0,Pitcher
Brent Suter,-212154874341940.3,Pitcher
Mack Anglin,-202826802292833.2,Pitcher
Alejandro Hidalgo,-199481069031513.4,Pitcher
Santiago Peraza,-194221204710414.4,Pitcher
Juan Rodriguez,-192318509663568.0,Pitcher
Omar Victorino,-190739860116630.0,Pitcher
Freilyn Guzman,-187944539720446.6,Pitcher
Albert Polanco,-179049441260257.8,Pitcher
Marwys Cabrera,-178950578392349.8,Pitcher
Winyer Chourio,-178162665539490.2,Pitcher
Lenny Torres Jr.,-175072792299627.4,Pitcher
Dawel Serda,-170996284584714.3,Pitcher
Christopher Troye,-166648441802561.1,Pitcher
Smil Guzman,-162230501467025.2,Pitcher
Justin Wrobleski,-160388869225589.0,Pitcher
Whilmer Guerra,-158067209134293.2,Pitcher
Juan Pinto,-157740831888363.8,Pitcher
Wilmer Blanco,-155263406597907.0,Pitcher
Orlando Suarez,-154339042078535.0,Pitcher
Keiber Armas,-141351947425946.3,Pitcher
JP Wheat,-137498866889997.5,Pitcher
Fabian Gallardo,-132970103014571.4,Pitcher
Miguel Flores,-121867715105474.4,Pitcher
Quinton Low,-119968598868867.8,Pitcher
Aaron Nixon,-117784668485050.4,Pitcher
Jholbran Herder,-114138312314235.9,Pitcher
Francisco Morao,-111683401015878.8,Pitcher
Gabe Speier,-111602677361206.2,Pitcher
Alexander Agramonte,-109911141713802.3,Pitcher
Yeferson Silva,-109407893385282.1,Pitcher
Denny Larrondo,-108048273144367.2,Pitcher
Jacob Wallace,-106577986806333.2,Pitcher
Jose Martinez,-106415669891000.0,Pitcher
Luis Vasquez,-103194736973577.5,Pitcher
Luis Carias,-100472310068793.4,Pitcher
Jack Dashwood,-95279110200060.1,Pitcher
Justin Sanchez,-80238507597472.2,Pitcher
Erubiel Armenta,-79686740372119.1,Pitcher
Hanfermin Vargas,-72522924390535.4,Pitcher
Francis Marte,-71905488748444.1,Pitcher
Braulio Salas,-60801703357018.7,Pitcher
Bernard Jose,-36677553997062.0,Pitcher
Colby Langford,-34686538835221.4,Pitcher
Alex Rao,-34038503573373.5,Pitcher
Lewis Sifontes,-22121481210081.9,Pitcher
Nate Lavender,-16961409970884.1,Pitcher
Jesus Tillero,7631323188596.2,Pitcher
Sandy Mejia,16658816779453.8,Pitcher
Sam Weatherly,21180621715107.0,Pitcher
Shane Smith,24071013672271.5,Pitcher
Joelvis Perez,30678469197413.7,Pitcher
Trey Dillard,50169298189641.2,Pitcher
Louie Varland,50914698407804.8,Pitcher
Julio Polanco,51258558502686.4,Pitcher
Sam Aldegheri,54612783980601.0,Pitcher
Esteban Luna,54766959419934.0,Pitcher
Jose Romero,67961735451324.2,Pitcher
Trevor Stephan,74059772352158.4,Pitcher
Francisco Mercado,79123895432970.5,Pitcher
Matthew Linskey,83657633777993.2,Pitcher
Lisandro Almonte,100295550611467.2,Pitcher
Chalniel Arias,101572099486712.5,Pitcher
Oswaldo Aponte,102245007108679.8,Pitcher
Gregory Sanchez,104040946567797.9,Pitcher
Devin Kirby,107916476039140.9,Pitcher
Penn Murfee,111583052443739.7,Pitcher
Josh Bortka,114463682843130.0,Pitcher
Edgar Leon,122001590445737.3,Pitcher
Aneuris Rodriguez,131062816557110.0,Pitcher
Jake Madden,138349786317779.8,Pitcher
Jonathan Russell,144200744557676.8,Pitcher
Luis Valdez,158018726944922.7,Pitcher
Shane Marshall,160976513437808.6,Pitcher
Alek Jacob,168747147799830.2,Pitcher
Kleyderve Andrade,173446142137131.8,Pitcher
Bradgley Rodriguez,178360822290386.5,Pitcher
Nick Robertson,182173223036830.1,Pitcher
Kelvin Rosario,185368348979880.1,Pitcher
Pedro Santillan,187776708512087.8,Pitcher
Mason Miller,196347254715191.8,Pitcher
Matt Canterino,199133501322202.4,Pitcher
Matt Merrill,200286697768254.8,Pitcher
Anderson Pilar,216341657329422.4,Pitcher
Paul Wilson,216769696673632.3,Pitcher
Manuel Perez,217830040198801.1,Pitcher
Jesus Flores,245534299093158.1,Pitcher
Luis Avila,245896519859993.4,Pitcher
Luis Reyes,248412609474519.9,Pitcher
Natanael Garabitos,248738336242474.9,Pitcher
Armando Vasquez,249353020395418.8,Pitcher
Simon Miller,254105911647783.0,Pitcher
Zach Agnos,254661346793865.2,Pitcher
Eiberson Castellano,261716326707101.6,Pitcher
Ricky DeVito,262496529162830.0,Pitcher
Peter Heubeck,267228211663121.6,Pitcher
Jeremy Pilon,269109206856213.8,Pitcher
Manuel Cazorla,271797126024248.2,Pitcher
Jorge Luna,272659967631953.8,Pitcher
Tom Cosgrove,279596461312272.3,Pitcher
Michael Flynn,280428954760382.0,Pitcher
Luis Curvelo,285120727438897.0,Pitcher
Wyatt Olds,297817607243058.7,Pitcher
Emerson Hancock,298018919138676.0,Pitcher
Tommy Nance,303024279826886.8,Pitcher
Wifrailyn Jaquez,308294804885771.9,Pitcher
Dioris De La Rosa,317047547480679.0,Pitcher
Noble Meyer,319544442385734.7,Pitcher
Manuel Osorio,324792666197592.5,Pitcher
Enderson Mercado,328569005746810.7,Pitcher
Connor Housley,328966085061369.0,Pitcher
Braian Salazar,331222862072300.5,Pitcher
Sam Bachman,335692295594255.0,Pitcher
Isaac Gallegos,354074654176135.4,Pitcher
Chase Petty,355681556395802.8,Pitcher
Dan Hammer,359243128953339.3,Pitcher
Victor Simeon,363823210085551.0,Pitcher
Alex Bustamante,364007155223320.8,Pitcher
Jesus Broca,367416158268470.0,Pitcher
Dawry Segura,369971285320187.6,Pitcher
Robert Wegielnik,370085515166809.9,Pitcher
Dailoui Abad,370537558649636.8,Pitcher
Graham Ashcraft,371485884090980.8,Pitcher
Juan Martinez,373940852480262.6,Pitcher
Andres Silvera,391736570898841.3,Pitcher
Yeimison Arias,392726010244136.3,Pitcher
Jack Dreyer,400965016836137.0,Pitcher
Walvin Mena,405399566075584.3,Pitcher
Luis Maracara,409297925796237.7,Pitcher
Ryan Sublette,419771776190475.4,Pitcher
Liam Norris,423492322944483.6,Pitcher
Adan Moreno,425460201137580.5,Pitcher
Ismael Cabral,429496879763262.2,Pitcher
Isaac Mattson,430644512308658.8,Pitcher
Alex Faedo,439427766541231.4,Pitcher
Dan Altavilla,440801648860934.4,Pitcher
Gabriel Colmenarez,457660811282092.8,Pitcher
Jaiker Garcia,465806031087537.7,Pitcher
Tyler Bryant,468649698180972.0,Pitcher
Brock Porter,470214100633083.0,Pitcher
Adrian Heredia,470971327301268.6,Pitcher
Adolfo Oviedo,471835438339671.5,Pitcher
Edelvis Perez,478355818062006.2,Pitcher
Yohemy Nolasco,484090512044048.9,Pitcher
Connery Peters,485492756314884.6,Pitcher
Chad Patrick,485836744832351.2,Pitcher
Eduard Monroy,495079745660674.7,Pitcher
Randry De Leon,495297799542517.2,Pitcher
Ismael Luciano,498412086946247.8,Pitcher
Jesús  Palacios,500274131135275.6,Pitcher
Franyel Diaz,506220038542050.1,Pitcher
Harol Arias,507891318287474.8,Pitcher
Alix Hernandez,509843988848007.5,Pitcher
Jonathan Salazar,513309054449503.7,Pitcher
Leodarlyn Colon,516814255082793.2,Pitcher
Bryce Hubbart,526675408848653.1,Pitcher
Braxton Ashcraft,529218108046839.2,Pitcher
Ty Madden,556627334935868.3,Pitcher
Graham Osman,558195024848900.1,Pitcher
Juanmi Vasquez,562428578887688.1,Pitcher
Cody Bolton,564831775625896.2,Pitcher
Natanael Polanco,569607687537123.6,Pitcher
Devin Sweet,576253512663764.4,Pitcher
Miguel Ullola,589399151049962.6,Pitcher
Rafael Montero,590855729608688.0,Pitcher
Eddy Alberto,600851703702953.4,Pitcher
Tristan Beck,603732386645443.2,Pitcher
Joe Jiménez,609046866115064.4,Pitcher
Noah Murdock,616667010529437.8,Pitcher
Ethan Chenault,616779484170283.9,Pitcher
Stharlin Torres,621021624761115.0,Pitcher
Grant Anderson,621234025427298.9,Pitcher
Mason Pelio,626356972429469.5,Pitcher
Kevin Velasco,633316956644502.2,Pitcher
Francis Rivera,633432700926021.5,Pitcher
Jairo Iriarte,634769164414420.5,Pitcher
Bryan Hoeing,637162423517198.2,Pitcher
Garrett McDaniels,638582465780850.4,Pitcher
Hyun-Seok Jang,646950217264123.2,Pitcher
Gabriel Rodriguez,678676449434160.1,Pitcher
Cristofer Gomez,683413315422737.0,Pitcher
Bryce McGowan,686411425599491.2,Pitcher
Jake Gilbert,695692800154284.6,Pitcher
Jordan Weems,699675674789977.8,Pitcher
Nick Sando,700489066945908.8,Pitcher
Daniel Lynch IV,702947947643754.6,Pitcher
Adam Macko,711274393565037.6,Pitcher
Anthony Crespo,713902182759811.4,Pitcher
Wenderlyn King,719617578069419.8,Pitcher
Jake Eder,721793221449413.1,Pitcher
Dane Acker,725298045886765.6,Pitcher
Jeremy Gonzalez,726496162866863.1,Pitcher
Grayson Moore,726706302348748.8,Pitcher
Max Gieg,730270669873319.1,Pitcher
Julian Bosnic,732033454734607.5,Pitcher
Edinzo Marquez,732890939995723.1,Pitcher
Roansy Contreras,738429012949616.0,Pitcher
Helcris Olivarez,740434866865644.5,Pitcher
Dalton Fowler,748221832805111.9,Pitcher
Luis Frías,760096377354459.9,Pitcher
Jared Lyons,760743118342583.9,Pitcher
Thomas Balboni Jr.,760822053309502.6,Pitcher
Victor Garcia,765901103116494.2,Pitcher
Luis Aguilar,770045051110136.2,Pitcher
Zane Barnhart,778216104229335.2,Pitcher
Justin Lange,778896270251115.5,Pitcher
Ronny Oliver,785279371927395.0,Pitcher
Ben Petschke,789747369963460.1,Pitcher
Kevin Kelly,791156330034766.5,Pitcher
Xavier Meachem,792982943654147.4,Pitcher
Adam Serwinowski,793304381363992.2,Pitcher
Andy Rodriguez,793848073272926.2,Pitcher
Norbis Diaz,794906874080378.2,Pitcher
Joshua Quezada,807270901468535.1,Pitcher
Wilson Betemit Jr.,810697794467062.8,Pitcher
Henson Leal,813123468257040.6,Pitcher
Jordy Vargas,819520863139773.8,Pitcher
Jeremy Wu-Yelland,820853049668604.8,Pitcher
Nick Bitsko,830507329527275.9,Pitcher
Jesus Luna,840239239982677.4,Pitcher
Ryan Och,846469285198806.9,Pitcher
Felix Cabrera,862242058705188.2,Pitcher
Enyel De Los Santos,868146558564151.8,Pitcher
Mason Thompson,872748844885930.9,Pitcher
Jose Rengel,874955848813226.4,Pitcher
Angel Bello,875064006255690.5,Pitcher
Allan Hernandez,878868861876785.5,Pitcher
Carson Hobbs,886352971593143.2,Pitcher
Juan Nunez,887242125541591.5,Pitcher
Javier Chacon,887828398474357.0,Pitcher
Samir Chires,887856439706105.4,Pitcher
James Marinan,888111443484962.6,Pitcher
Johzan Oquendo,895121017626115.2,Pitcher
Wandy Peralta,897863055281687.1,Pitcher
Franck De La Rosa,906398157935325.0,Pitcher
Kyle Larsen,909304979332885.2,Pitcher
Yermain Ruiz,932665123384435.8,Pitcher
Luis Cesar,938644547739278.4,Pitcher
Connor Gillispie,940748632921269.6,Pitcher
Melvin Rodriguez,946217726359574.2,Pitcher
Anderson Beltre,949914319484449.8,Pitcher
Jonney Rosario,954237234162443.6,Pitcher
Randy Berigüete,955676733790685.2,Pitcher
Adrian Bohorquez,962323309672598.8,Pitcher
Saul Teran,965892016166798.8,Pitcher
Preston Johnson,972356114959287.0,Pitcher
Christian Chamberlain,974627567330303.8,Pitcher
Raymon Rosario,975137123536188.8,Pitcher
Davison Palermo,997565781219928.2,Pitcher
Ryan Cardona,999763555029309.0,Pitcher
Kade Strowd,1001375408188729.8,Pitcher
Johan Simon,1008870378785119.8,Pitcher
Hamlet Garcia,1015111975689182.2,Pitcher
Johnathan Rogers,1015188877418413.2,Pitcher
Tanner Gordon,1033028624218442.4,Pitcher
Rafael Gonzalez,1036142063388797.6,Pitcher
Juan Mendez,1039509903120367.8,Pitcher
Jose Guevara,1057471033164118.2,Pitcher
Estarlin Escalante,1058454353070463.6,Pitcher
Juan Soto,1069308629662832.0,Pitcher
Blake Walston,1075754767950330.0,Pitcher
Jefferson Moran,1075850478951290.2,Pitcher
Chris Kean,1079389805619493.0,Pitcher
Jeferson Figueroa,1086373632269975.8,Pitcher
Gage Stanifer,1092635362050993.6,Pitcher
Ryan Ammons,1096371165385314.0,Pitcher
Livan Reinoso,1100410887484046.8,Pitcher
Argenis Aparicio,1101526953235088.4,Pitcher
Samuel Perez,1105489665754552.4,Pitcher
Antoine Kelly,1105615049477011.2,Pitcher
Alexander Alberto,1105753945644701.8,Pitcher
Austin Aldeano,1106253101554134.0,Pitcher
Hayden Snelsire,1109550086943186.4,Pitcher
Vitico Valdez,1114237499678192.8,Pitcher
Franklin Gil,1114655994987864.4,Pitcher
Donny Troconis,1115376737914703.6,Pitcher
Alfonso Perez,1116351879392912.8,Pitcher
Madinson Frias,1119982544434560.8,Pitcher
Jared Beck,1120477414774957.4,Pitcher
Jay Driver,1136248891782228.0,Pitcher
Josh Harlow,1140020581311467.8,Pitcher
Brendan Hardy,1140628742052690.8,Pitcher
Garrett Whitlock,1142533290586659.2,Pitcher
Julio Rosario,1145673563190596.8,Pitcher
Bryan Bautista,1151713503032884.0,Pitcher
Elwis Mijares,1159458036752008.0,Pitcher
Greiber Mendez,1160354143234132.0,Pitcher
Luis Torres,1161703772551730.2,Pitcher
Luis Espinoza,1165918139388509.2,Pitcher
Drey Jameson,1166235852811022.8,Pitcher
Angel Hernandez,1167545719262692.5,Pitcher
Deivy Paulino,1170716926452581.8,Pitcher
Mauricio Colmenares,1174069295812475.2,Pitcher
Zach Jackson,1174190901617723.8,Pitcher
Emiliano Teodo,1174611120873095.8,Pitcher
