Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,HR_z,R_z,RBI_z,SB_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,SV_z,ERA_z,WHIP_z,SV_contribution,ERA_contribution,WHIP_contribution
Roynier Hernandez,COL,0.25,1.0,0.9125,0.1722,0.1448,0.0212,0.002,0.0042,0.0733,0.0604,0.0686,0.001,0.2368,0.009,0.007,0.0029,,0.0108,0.0031,0.188712,0.0686,0.2368,0.289696,0.250527,0.230137,0.219979,0.480664,0.0414247,3.70179,0.247605,0.0,-0.000842902,0.0443796,-0.0725984,24.6225,-0.000842902,0.0,-0.0909798995708115,0.0040000001899898,-0.00554383,999.0,,,,sa3018495,-0.38027391596626503,-0.3249125907831049,-0.325748119558548,-0.1871839207824915,-1.2181185470904092,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Peraza,,0.25,1.0,0.9351,0.1249,0.1,0.0148,0.0014,0.0087,0.0598,0.0559,0.043,0.0,0.3544,0.012,0.007,0.0029,,0.0104,0.0029,0.133569,0.043,0.3544,0.121332,0.180423,0.180302,0.165549,0.360725,0.046733,4.05442,0.200691,0.0,-0.000317844,0.000571368,-0.116407,0.56381,-0.000317844,0.0,-0.1166590400389395,-0.0209999997168779,-0.0107761,999.0,,,,sa3018964,-0.37917848248865577,-0.3256712673689524,-0.3260095144591713,-0.18726365667350361,-1.218122920990283,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johan Rodriguez,CLE,0.25,1.0,0.9327,0.1429,0.1147,0.0193,0.0014,0.0075,0.0642,0.0594,0.0474,0.0,0.2775,0.01,0.007,0.0029,,0.0096,0.0027,0.153211,0.0474,0.2775,0.170811,0.200883,0.201029,0.183339,0.401912,0.0478182,3.59328,0.206812,0.0,-0.000531803,0.0148898,-0.102088,13.9987,-0.000531803,0.0,-0.0989353612530976,0.0120000001043081,-0.00553567,999.0,,,,sa3024364,-0.3794705980826849,-0.3254239950002318,-0.32580620731424204,-0.1874231284555278,-1.2181239288526866,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brayan Ferrer,,0.25,1.0,0.9311,0.1355,0.1077,0.0186,0.0016,0.0075,0.0634,0.0577,0.048,0.001,0.3026,0.011,0.007,0.0029,,0.0103,0.0029,0.145527,0.048,0.3026,0.158625,0.195066,0.192998,0.177211,0.388063,0.0474707,3.97638,0.203822,0.0,-0.000422293,0.00995755,-0.107021,8.58613,-0.000422293,0.0,-0.1073773070529569,-0.0209999997168779,-0.00981748,999.0,,,,sa3015759,-0.3794705980826849,-0.32546895361272643,-0.325904956498922,-0.18728359064625663,-1.21812809884059,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Garcia,KCR,0.25,1.0,0.9361,0.1201,0.0939,0.0145,0.0015,0.0103,0.0593,0.0564,0.043,0.0,0.4203,0.011,0.007,0.0029,,0.0084,0.0023,0.128298,0.043,0.4203,0.102308,0.174606,0.180109,0.162504,0.354715,0.0518107,3.87325,0.214244,0.0,-0.000418804,-0.00187977,-0.118858,-6.36938,-0.000418804,0.0,-0.1221276740252506,0.0040000001899898,-0.00875714,999.0,,,,sa3024644,-0.3787889950299503,-0.32569936650176157,-0.3259804705813243,-0.18766233612856414,-1.2181311682416003,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Alberto,CHW,0.25,1.0,0.9218,0.1165,0.0902,0.0144,0.001,0.0109,0.059,0.0551,0.0573,0.0,0.4122,0.011,0.007,0.0029,,0.0081,0.0023,0.126383,0.0573,0.4122,0.13901,0.185337,0.179649,0.169426,0.364986,0.0532654,3.38707,0.208819,0.0,-0.000562464,0.00369121,-0.113287,2.4569,-0.000562464,0.0,-0.1121722206007689,-0.0120000001043081,-0.00938141,999.0,,,,sa3021616,-0.37864293723293574,-0.32571622598144706,-0.32605598466372654,-0.1877221380468232,-1.2181372859249326,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Garrett,,0.25,1.0,0.9351,0.1381,0.1126,0.0168,0.0019,0.0068,0.0624,0.0569,0.044,0.0,0.3151,0.011,0.007,0.0029,,0.0116,0.0033,0.147685,0.044,0.3151,0.139638,0.193662,0.19153,0.176068,0.385192,0.0438456,4.08317,0.211706,0.0,-0.000339291,0.00903735,-0.107941,7.79964,-0.000339291,0.0,-0.1082144966931082,0.0040000001899898,-0.007322,999.0,,,,sa3017701,-0.37964099884586855,-0.32552515187834474,-0.32595142670347726,-0.18702444900046733,-1.218142026428158,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Rodriguez,CLE,0.25,1.0,0.8935,0.1225,0.0987,0.0152,0.0011,0.0075,0.067,0.0543,0.0816,0.003,0.3355,0.015,0.007,0.0029,,0.0102,0.0029,0.137101,0.0816,0.3355,0.243219,0.219737,0.181757,0.189299,0.401494,0.0446558,3.54785,0.206278,0.0,-0.000652231,0.0196864,-0.0972917,18.1907,-0.000652231,0.0,-0.0942592695937492,0.0120000001043081,-0.00505273,999.0,,,,sa3024645,-0.3794705980826849,-0.3252666398565004,-0.3261024548682819,-0.18730352461900965,-1.2181432174264768,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean C. Gutierrez,SEA,0.25,1.0,0.9444,0.1124,0.0866,0.0128,0.0011,0.0119,0.0545,0.0555,0.0347,0.0,0.4366,0.011,0.007,0.0029,,0.008,0.0022,0.119017,0.0347,0.4366,0.0794778,0.15856,0.172702,0.150825,0.331262,0.0536849,3.60251,0.199841,0.0,-0.000335181,-0.01128,-0.128258,-3.73672,-0.000335181,0.0,-0.1190317369473632,-0.0120000001043081,-0.0100898,999.0,,,,sa3021852,-0.37839950757124474,-0.3259691181767296,-0.3260327495614489,-0.18774207201957624,-1.2181434473289994,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josnaider Orellana,ATL,0.25,1.0,0.9352,0.1357,0.1106,0.0158,0.0014,0.0079,0.0644,0.0582,0.0439,0.0,0.3274,0.011,0.007,0.0029,,0.0093,0.0026,0.145103,0.0439,0.3274,0.134087,0.191154,0.190334,0.174436,0.381488,0.045231,3.95676,0.210578,0.0,-0.000499213,0.00772392,-0.109254,5.88109,-0.000499213,0.0,-0.1130473180091939,0.0209999997168779,-0.00606719,999.0,,,,sa3019404,-0.3793732262180085,-0.32541275534710806,-0.3258759126210749,-0.18748293037378688,-1.2181448245599782,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcides Hernandez,SDP,0.25,1.0,0.9004,0.1268,0.1037,0.0146,0.0011,0.0074,0.0679,0.0555,0.0787,0.0,0.3081,0.011,0.007,0.0029,,0.0097,0.0027,0.140826,0.0787,0.3081,0.255437,0.21713,0.18414,0.18937,0.40127,0.0433141,3.51897,0.201723,0.0,-0.000679912,0.0197438,-0.0972343,20.8025,-0.000679912,0.0,-0.0953848675126209,0.0209999997168779,-0.00424305,999.0,,,,sa3022446,-0.379494941048854,-0.3252160614174439,-0.3260327495614489,-0.18740319448277476,-1.2181469465105217,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darison Garcia,KCR,0.25,1.0,0.9291,0.1445,0.1179,0.0198,0.0019,0.0049,0.0654,0.0567,0.051,0.0,0.271,0.01,0.007,0.0029,,0.0131,0.0036,0.155527,0.051,0.271,0.188192,0.206098,0.19675,0.184739,0.402847,0.0412227,4.17225,0.211451,0.0,-0.000249977,0.0160163,-0.100962,9.27119,-0.000249977,0.0,-0.1040627538459375,0.0040000001899898,-0.00689144,999.0,,,,sa3024359,-0.3801035152030814,-0.32535655708148975,-0.32596304425461603,-0.1867254394091719,-1.2181485559483591,-0.182,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jehisbert Sevilla,,0.25,1.0,0.9401,0.1428,0.1163,0.0187,0.0018,0.006,0.0626,0.0575,0.039,0.0,0.2698,0.011,0.007,0.0029,,0.0123,0.0035,0.151899,0.039,0.2698,0.144552,0.193361,0.194767,0.176471,0.388127,0.0428678,4.17566,0.203784,0.0,-0.000270032,0.0093614,-0.107617,8.07661,-0.000270032,0.0,-0.1078211898566223,0.0040000001899898,-0.00728138,999.0,,,,sa3015585,-0.37983574257522135,-0.3255139122252211,-0.3259165740500608,-0.18688491119119613,-1.2181511400416993,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johan Contreras,NYY,0.25,1.0,0.93,0.1156,0.0907,0.0136,0.0011,0.0102,0.06,0.0554,0.0491,0.001,0.4001,0.011,0.007,0.0029,,0.0085,0.0024,0.124301,0.0491,0.4001,0.122719,0.176211,0.174194,0.161385,0.350405,0.0498925,3.62794,0.200114,0.0,-0.0004543,-0.00278016,-0.119758,-2.69394,-0.0004543,0.0,-0.1179576973663643,-0.0209999997168779,-0.0109084,999.0,,,,sa3019217,-0.3788133379961194,-0.32566002771582875,-0.3260385583370184,-0.1876424021558111,-1.2181543262047778,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alver Medina,,0.25,1.0,0.9431,0.1208,0.096,0.0137,0.0014,0.0097,0.0572,0.0556,0.036,0.0,0.4017,0.011,0.007,0.0029,,0.0098,0.0027,0.128088,0.036,0.4017,0.0896191,0.168288,0.176439,0.157124,0.344727,0.0483512,4.05429,0.206237,0.0,-0.000262134,-0.00621011,-0.123188,-5.23228,-0.000262134,0.0,-0.1233848108677193,0.0040000001899898,-0.00888876,999.0,,,,sa3023967,-0.37893505282696477,-0.3258173828595601,-0.3260269407858795,-0.18738326051002174,-1.2181626369824263,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Martinez,ATL,0.25,1.0,0.9411,0.123,0.0969,0.0152,0.0013,0.0096,0.0604,0.0569,0.034,0.0,0.407,0.015,0.007,0.0029,,0.0086,0.0024,0.130698,0.034,0.407,0.0835381,0.1725,0.180215,0.160949,0.352715,0.0495165,4.06431,0.213358,0.0,-0.00040352,-0.00313164,-0.12011,-3.19692,-0.00040352,0.0,-0.123807173280511,-0.0120000001043081,-0.0105866,999.0,,,,sa3024654,-0.3789593957931339,-0.3256375484095814,-0.32595142670347726,-0.18762246818305806,-1.2181708390892507,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Altuve,CHC,0.25,1.0,0.9305,0.1278,0.1037,0.0137,0.0015,0.0089,0.0617,0.0572,0.0486,0.001,0.3415,0.011,0.007,0.0029,,0.009,0.0025,0.137346,0.0486,0.3415,0.142313,0.187945,0.183987,0.170636,0.371932,0.0466416,3.84812,0.202521,0.0,-0.000493456,0.00466533,-0.112313,7.0618,-0.000493456,0.0,-0.1116296616382896,-0.0209999997168779,-0.0102584,999.0,,,,sa3019101,-0.37912979655631757,-0.32556449066427756,-0.325934000376769,-0.18754273229204596,-1.2181710198894102,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efren Teran,BOS,0.25,1.0,0.9351,0.1505,0.1235,0.0195,0.0018,0.0058,0.0663,0.0602,0.045,0.0,0.2069,0.01,0.007,0.0029,,0.0106,0.003,0.160945,0.045,0.2069,0.217496,0.206098,0.204363,0.186857,0.410461,0.0434178,3.96999,0.198382,0.0,-0.000503817,0.0177212,-0.0992569,9.43431,-0.000503817,0.0,-0.1041299486532807,0.0120000001043081,-0.00607215,999.0,,,,sa3023769,-0.3798844285075595,-0.32530597864243327,-0.3257597371096868,-0.18722378872799755,-1.218173932987677,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwin Ramos,,0.25,1.0,0.9221,0.1181,0.0946,0.0137,0.0013,0.0085,0.0608,0.0542,0.057,0.0,0.3541,0.011,0.007,0.0029,,0.0106,0.003,0.128077,0.057,0.3541,0.160971,0.186641,0.173409,0.167773,0.36005,0.0453313,3.99381,0.193469,0.0,-0.000378327,0.00236141,-0.114617,2.09375,-0.000378327,0.0,-0.1149294764618389,0.0209999997168779,-0.00625979,999.0,,,,sa3019102,-0.379227168420994,-0.32561506910333404,-0.32610826364385126,-0.18722378872799755,-1.2181742898961767,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breyias Dean,MIA,0.25,1.0,0.9251,0.1214,0.0943,0.0154,0.0012,0.0105,0.0597,0.0561,0.05,0.0,0.4218,0.015,0.007,0.0029,,0.0079,0.0022,0.131229,0.05,0.4218,0.11854,0.186942,0.184521,0.17165,0.371463,0.0532915,3.69424,0.221889,0.0,-0.000568277,0.00548135,-0.111497,2.57662,-0.000568277,0.0,-0.1170678872731514,-0.0209999997168779,-0.0108201,999.0,,,,sa3021294,-0.3787403090976121,-0.32567688719551424,-0.3259978969080325,-0.18776200599232923,-1.2181770991934882,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Beltran,SEA,0.25,1.0,0.9364,0.1168,0.0917,0.013,0.0012,0.0109,0.0571,0.0558,0.0437,0.0,0.3715,0.01,0.007,0.0029,,0.0082,0.0023,0.124733,0.0437,0.3715,0.117631,0.170996,0.1761,0.159188,0.347096,0.0513669,3.52714,0.18877,0.0,-0.000439073,-0.00454873,-0.121527,2.14615,-0.000439073,0.0,-0.1124043939635157,-0.0209999997168779,-0.0103349,999.0,,,,sa3021271,-0.37864293723293574,-0.3258230026861219,-0.32601532323474075,-0.18770220407407018,-1.2181834672278684,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Urbina,BAL,0.25,1.0,0.9344,0.1343,0.1097,0.0142,0.0015,0.0089,0.0635,0.059,0.0437,0.003,0.2953,0.012,0.007,0.0029,,0.0079,0.0022,0.143729,0.0437,0.2953,0.147985,0.190553,0.190711,0.172873,0.381263,0.046982,3.77269,0.196798,0.0,-0.000592744,0.00646592,-0.110512,8.01739,-0.000592744,0.0,-0.1058401293703354,0.0209999997168779,-0.00531928,999.0,,,,sa3021204,-0.37912979655631757,-0.32546333378616454,-0.3258294424165197,-0.18776200599232923,-1.218184578751331,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Rivera,MIA,0.25,1.0,0.9301,0.1326,0.1102,0.0163,0.0015,0.0045,0.0585,0.051,0.05,0.0,0.3439,0.01,0.007,0.0029,,0.017,0.0047,0.142565,0.05,0.3439,0.145391,0.19316,0.177723,0.171376,0.370883,0.0351575,4.38115,0.217598,0.0,0.00015318,0.00526062,-0.111717,2.39204,0.00015318,0.0,-0.116567153861979,0.0040000001899898,-0.00818643,999.0,,,,sa3018605,-0.3802008870677578,-0.3257443251142562,-0.3262941444620723,-0.18594801447180392,-1.2181873711158904,-0.182,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Felix,COL,0.25,1.0,0.9399,0.1223,0.0972,0.0158,0.0018,0.0074,0.0567,0.0519,0.0392,0.0,0.4164,0.011,0.007,0.0029,,0.0137,0.0038,0.13012,0.0392,0.4164,0.0941403,0.173002,0.174274,0.158948,0.347276,0.0441536,4.35947,0.219652,0.0,3.76326e-05,-0.00474144,-0.12172,-16.4553,3.76326e-05,0.0,-0.1392204540679813,0.0040000001899898,-0.010526,999.0,,,,sa3021151,-0.379494941048854,-0.32584548199236923,-0.3262418654819476,-0.18660583557265376,-1.2181881240958248,-0.182,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeison Vargas,,0.25,1.0,0.9391,0.1364,0.111,0.0163,0.0017,0.0073,0.0611,0.0569,0.041,0.0,0.3287,0.01,0.007,0.0029,,0.0111,0.0031,0.145245,0.041,0.3287,0.124734,0.187945,0.189437,0.171937,0.377382,0.0441912,4.05549,0.211605,0.0,-0.000314092,0.00571272,-0.111265,4.9581,-0.000314092,0.0,-0.111513933254173,0.0040000001899898,-0.00766276,999.0,,,,sa3016343,-0.37951928401502305,-0.3255982096236486,-0.32595142670347726,-0.1871241188642324,-1.2181930392063816,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Estevez,PHI,0.25,1.0,0.9359,0.1118,0.0889,0.0131,0.0011,0.0087,0.0567,0.0524,0.0432,0.0,0.4428,0.011,0.007,0.0029,,0.0119,0.0033,0.119457,0.0432,0.4428,0.097561,0.166483,0.163693,0.152533,0.330176,0.0442355,4.03221,0.209809,0.0,-8.59267e-05,-0.0099052,-0.126883,-8.25797,-8.59267e-05,0.0,-0.1295416272187139,0.0040000001899898,-0.0095264,999.0,,,,sa3023924,-0.37917848248865577,-0.32584548199236923,-0.32621282160410053,-0.18696464708220822,-1.2182014331673336,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Freitas,PHI,0.25,1.0,0.9459,0.1127,0.0881,0.0131,0.0011,0.0104,0.0558,0.055,0.0342,0.0,0.421,0.01,0.007,0.0029,,0.0093,0.0026,0.119146,0.0342,0.421,0.0812352,0.157356,0.168305,0.148377,0.325662,0.0491595,3.85174,0.196165,0.0,-0.000237184,-0.0132498,-0.130228,-11.0549,-0.000237184,0.0,-0.1330374502722406,-0.0120000001043081,-0.0115399,999.0,,,,sa3024332,-0.3787646520637811,-0.32589606043142577,-0.326061793439296,-0.18748293037378688,-1.2182054363082897,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Gonzalez,,0.25,1.0,0.9371,0.1343,0.1075,0.0174,0.0017,0.0077,0.0619,0.0576,0.043,0.0,0.2961,0.01,0.007,0.0029,,0.0101,0.0028,0.143314,0.043,0.2961,0.145221,0.187845,0.190161,0.172431,0.378006,0.0468467,3.99122,0.19772,0.0,-0.000380752,0.00610988,-0.110868,5.29754,-0.000380752,0.0,-0.1111834394687321,-0.0209999997168779,-0.0102106,999.0,,,,sa3016549,-0.3794219121503467,-0.32555325101115395,-0.3259107652744914,-0.1873234585917627,-1.2182093870277548,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
German Ortiz,ATH,0.25,1.0,0.9142,0.1325,0.1062,0.0163,0.0014,0.0086,0.065,0.0563,0.0659,0.0,0.3331,0.01,0.007,0.0029,,0.0085,0.0024,0.144935,0.0659,0.3331,0.197838,0.209006,0.194049,0.187096,0.403056,0.049114,3.62216,0.213805,0.0,-0.000709225,0.0179133,-0.0990648,19.368,-0.000709225,0.0,-0.0929691838100552,-0.0209999997168779,-0.00832766,999.0,,,,sa3018011,-0.37920282545482487,-0.3253790363877371,-0.32598627935689367,-0.1876424021558111,-1.2182105433552668,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dauri Fernandez,CLE,0.25,1.0,0.9398,0.1581,0.1291,0.0209,0.0018,0.0064,0.066,0.0618,0.0393,0.0,0.2283,0.011,0.007,0.0029,,0.0093,0.0026,0.168227,0.0393,0.2283,0.172142,0.209006,0.214833,0.191587,0.423839,0.0466057,3.8086,0.213032,0.0,-0.000608917,0.0215277,-0.0954503,19.8,-0.000608917,0.0,-0.092374574218411,0.0120000001043081,-0.00485809,999.0,,,,sa3024327,-0.379738370710545,-0.32532283812211876,-0.3256667967005763,-0.18748293037378688,-1.2182109359070268,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Colmenarez,,0.25,1.0,0.9191,0.1438,0.1194,0.017,0.0016,0.0057,0.0665,0.057,0.06,0.001,0.2803,0.011,0.007,0.0029,,0.0114,0.0032,0.156457,0.06,0.2803,0.214056,0.215425,0.196932,0.190151,0.412357,0.0404744,3.93389,0.215748,0.0,-0.000510845,0.0203722,-0.0966059,17.4874,-0.000510845,0.0,-0.0970512515632435,0.0040000001899898,-0.00616909,999.0,,,,sa3015861,-0.37990877147372865,-0.3252947389893096,-0.3259456179279078,-0.18706431694597336,-1.2182134453369196,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Aguilera,DET,0.25,1.0,0.9317,0.1456,0.1205,0.0155,0.0029,0.0067,0.0637,0.0579,0.0484,0.0,0.2683,0.01,0.007,0.0029,,0.0107,0.003,0.156273,0.0484,0.2683,0.180395,0.204593,0.200708,0.185126,0.405302,0.0444349,4.1388,0.209281,0.0,-0.000486973,0.0163277,-0.10065,15.2028,-0.000486973,0.0,-0.0975127776910085,0.0040000001899898,-0.00621497,999.0,,,,sa3024374,-0.3796653418120377,-0.32545209413304094,-0.32589333894778316,-0.1872038547552445,-1.2182146296481065,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliesbert Alejos,ARI,0.25,1.0,0.9422,0.1718,0.1437,0.0215,0.0019,0.0048,0.0703,0.0646,0.0369,0.001,0.2108,0.011,0.007,0.0029,,0.0092,0.0026,0.182339,0.0369,0.2108,0.175047,0.220339,0.224581,0.199973,0.44492,0.0422416,3.82119,0.227645,0.0,-0.000717312,0.0282777,-0.0887003,22.6275,-0.000717312,0.0,-0.093239955836907,0.0120000001043081,-0.00495103,999.0,,,,sa3021195,-0.3801278581692505,-0.32508118557995996,-0.32550415098463287,-0.1875028643465399,-1.2182160590803832,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Cordero,ATL,0.25,1.0,0.9401,0.1388,0.1144,0.0157,0.0018,0.007,0.0638,0.0578,0.04,0.0,0.307,0.01,0.007,0.0029,,0.0103,0.0029,0.147644,0.04,0.307,0.130293,0.189349,0.190618,0.173041,0.379967,0.0429742,4.06202,0.208182,0.0,-0.000412033,0.00660074,-0.110377,4.94183,-0.000412033,0.0,-0.1140833057288546,0.0040000001899898,-0.0079299,999.0,,,,sa3021275,-0.3795923129135304,-0.3254464743064791,-0.32589914772335254,-0.18728359064625663,-1.2182215255896187,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liosward Marin,BOS,0.25,1.0,0.9281,0.1335,0.1063,0.0175,0.0015,0.0082,0.0642,0.0585,0.051,0.003,0.3067,0.011,0.007,0.0029,,0.0085,0.0024,0.143842,0.051,0.3067,0.166286,0.196069,0.192436,0.176915,0.388505,0.0485939,3.79153,0.202032,0.0,-0.000576633,0.00971871,-0.107259,2.4404,-0.000576633,0.0,-0.112205276847817,0.0209999997168779,-0.00597666,999.0,,,,sa3021619,-0.37930019731950126,-0.3254239950002318,-0.3258584862943667,-0.1876424021558111,-1.2182250807699109,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Lopez,COL,0.25,1.0,0.9409,0.1296,0.1038,0.0149,0.0017,0.0092,0.0593,0.0563,0.0382,0.0,0.3402,0.011,0.007,0.0029,,0.0093,0.0026,0.13774,0.0382,0.3402,0.112287,0.17932,0.186524,0.166502,0.365844,0.0487831,3.91714,0.20117,0.0,-0.000400557,0.00133797,-0.11564,-11.3713,-0.000400557,0.0,-0.1335792383761145,0.0209999997168779,-0.00818768,999.0,,,,sa3023988,-0.37905676765781027,-0.32569936650176157,-0.32598627935689367,-0.18748293037378688,-1.2182253438902524,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Virahonda,ARI,0.25,1.0,0.9362,0.137,0.1072,0.0204,0.0016,0.0078,0.0648,0.0606,0.0369,0.0,0.291,0.017,0.007,0.0029,,0.0082,0.0023,0.146336,0.0369,0.291,0.126804,0.191455,0.196539,0.176826,0.387994,0.050203,3.9613,0.200497,0.0,-0.000562984,0.00964738,-0.107331,7.04776,-0.000562984,0.0,-0.1117159681743942,0.0209999997168779,-0.00592969,999.0,,,,sa3021144,-0.37939756918417766,-0.32539027604086074,-0.32573650200740917,-0.18770220407407018,-1.2182265513065178,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy Marmolejos,WSN,0.25,1.0,0.9415,0.1284,0.1014,0.0159,0.0012,0.0099,0.0589,0.0575,0.0386,0.0,0.3715,0.01,0.007,0.0029,,0.0082,0.0023,0.136378,0.0386,0.3715,0.103903,0.177515,0.187361,0.165833,0.364875,0.0509825,3.52991,0.208958,0.0,-0.000475378,0.000800033,-0.116178,1.64764,-0.000475378,0.0,-0.1180858699372038,0.0040000001899898,-0.00834328,999.0,,,,sa3023914,-0.3788863668946266,-0.3257218458080089,-0.3259165740500608,-0.18770220407407018,-1.2182269908267664,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadimir Fuentes,PHI,0.25,1.0,0.9339,0.1188,0.0946,0.0138,0.0013,0.0091,0.0601,0.0559,0.0452,0.003,0.3197,0.011,0.007,0.0029,,0.0093,0.0026,0.127208,0.0452,0.3197,0.141383,0.175509,0.174002,0.159383,0.34951,0.046793,3.75871,0.179219,0.0,-0.000359517,-0.00439145,-0.12137,-3.64707,-0.000359517,0.0,-0.124301459727576,0.0209999997168779,-0.00722949,999.0,,,,sa3024625,-0.37908111062397937,-0.3256544078892669,-0.3260095144591713,-0.18748293037378688,-1.2182279633462043,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yordani Martinez,MIA,0.25,1.0,0.9321,0.1299,0.1062,0.0169,0.002,0.0048,0.0583,0.0516,0.045,0.0,0.305,0.013,0.007,0.0029,,0.0163,0.0045,0.139363,0.045,0.305,0.147541,0.188446,0.177234,0.168718,0.365681,0.0378715,4.44568,0.198792,0.0,0.000141536,0.00312201,-0.113856,0.603616,0.000141536,0.0,-0.1187174127990147,0.0040000001899898,-0.0084085,999.0,,,,sa3023738,-0.3801278581692505,-0.32575556476737993,-0.32625929180865587,-0.1860875522810751,-1.2182302670263616,-0.182,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
